time(s),current(A),potential(V),frequency(Hz),amplitude(A)
0.8349609375,-0.160721591981888,-0.0511263047484736,,
0.83740234375,-0.164398710879917,-0.0526169414700588,,
0.83984375,-0.167920882463498,-0.0540386955329866,,
0.84228515625,-0.171424822403875,-0.0555485181401552,,
0.8447265625,-0.174979343245111,-0.0569272371958363,,
0.84716796875,-0.178495581966177,-0.0583203456657055,,
0.849609375,-0.181667801272491,-0.0598044705111942,,
0.85205078125,-0.184975480388641,-0.0610940384856873,,
0.8544921875,-0.188434555762845,-0.0625119287244353,,
0.85693359375,-0.191717637317619,-0.0638661324818708,,
0.859375,-0.194849842281129,-0.0651537185810307,,
0.86181640625,-0.197984948717549,-0.0664743303842807,,
0.8642578125,-0.201079434533244,-0.0677623328438046,,
0.86669921875,-0.204430592437462,-0.0689445298075717,,
0.869140625,-0.207259311995815,-0.0702695383762681,,
0.87158203125,-0.210375970261202,-0.0714927884719474,,
0.8740234375,-0.213379600999839,-0.0726823133781251,,
0.87646484375,-0.216087238196202,-0.0739896183041342,,
0.87890625,-0.218960779015162,-0.075029786420457,,
0.88134765625,-0.221675431713185,-0.0762623463338805,,
0.8837890625,-0.224446598174584,-0.0773828553460838,,
0.88623046875,-0.227107985026668,-0.0784667246462356,,
0.888671875,-0.229715629671588,-0.0795250127656089,,
0.89111328125,-0.232300149144369,-0.080721615797978,,
0.8935546875,-0.234906624539012,-0.0817127366633947,,
0.89599609375,-0.237165442851377,-0.0826809577087793,,
0.8984375,-0.239579598228283,-0.0837281872968787,,
0.90087890625,-0.241802602837727,-0.0846764230447801,,
0.9033203125,-0.243992781828292,-0.0856262576164801,,
0.90576171875,-0.246491599586345,-0.0866580319078598,,
0.908203125,-0.248484824863631,-0.0874832914585837,,
0.91064453125,-0.250679377716342,-0.0884152558434512,,
0.9130859375,-0.252637308957496,-0.0893219221725885,,
0.91552734375,-0.254792150606365,-0.090157324261785,,
0.91796875,-0.256810060056159,-0.0909927096965668,,
0.92041015625,-0.258522188905807,-0.0917259036435532,,
0.9228515625,-0.260448074028266,-0.0925547605478236,,
0.92529296875,-0.262187052328714,-0.0932930007824244,,
0.927734375,-0.263907842291523,-0.0940554065725649,,
0.93017578125,-0.265513612671555,-0.0947834043422056,,
0.9326171875,-0.266975478656419,-0.0954976622198269,,
0.93505859375,-0.268530494913328,-0.0961838241000703,,
0.9375,-0.269988116952743,-0.096813094500146,,
0.93994140625,-0.271386193839177,-0.0974683457869494,,
0.9423828125,-0.272708919041111,-0.0980425733468748,,
0.94482421875,-0.273660082488442,-0.0985688861560847,,
0.947265625,-0.274942966569835,-0.0991718925443852,,
0.94970703125,-0.276194497421587,-0.0997310811679544,,
0.9521484375,-0.277237988335213,-0.1002981306752,,
0.95458984375,-0.278387664496192,-0.100788836346061,,
0.95703125,-0.2792730034835,-0.101181214353308,,
0.95947265625,-0.280136516465642,-0.101693087785086,,
0.9619140625,-0.280672292925776,-0.102105867450179,,
